product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
37,SportZone Books 37,Books,SportZone,703.34,290.48,0.26,1.4,1569,59.0,75,21.36,SKU-00037,2023-08-14,true,true,1 year,SUP-006,"books,sportzone,trending"
38,PlayFun Sports 38,Sports,PlayFun,1035.56,648.51,0.05,4.1,1360,464.0,86,4.13,SKU-00038,2024-08-30,true,true,1 year,SUP-018,"sports,playfun,trending"
39,AutoMart Home & Garden 39,Home & Garden,AutoMart,409.86,242.45,0.08,4.6,3842,296.0,98,16.6,SKU-00039,2024-02-18,true,false,6 months,SUP-042,"home & garden,automart,trending"
40,HomeBliss Books 40,Books,HomeBliss,189.59,119.19,0.13,3.5,930,592.0,13,32.04,SKU-00040,2022-02-26,false,true,3 years,SUP-007,"books,homebliss,trending"
41,GlowUp Home & Garden 41,Home & Garden,GlowUp,976.17,372.47,0.39,2.4,1053,177.0,96,15.53,SKU-00041,2022-12-02,false,false,no warranty,SUP-016,"home & garden,glowup,trending"
42,HomeBliss Toys 42,Toys,HomeBliss,843.0,478.75,0.16,2.7,1013,833.0,23,48.17,SKU-00042,2023-10-03,false,false,no warranty,SUP-010,"toys,homebliss,trending"
43,StyleHub Beauty 43,Beauty,StyleHub,803.24,514.4,0.16,1.8,2594,535.0,29,20.13,SKU-00043,2022-09-18,false,true,lifetime,SUP-007,"beauty,stylehub,trending"
44,MelodyBox Sports 44,Sports,MelodyBox,872.89,559.38,0.16,1.1,1568,134.0,54,27.8,SKU-00044,2025-04-29,true,false,lifetime,SUP-004,"sports,melodybox,trending"
45,PlayFun Home & Garden 45,Home & Garden,PlayFun,1314.46,484.45,0.26,2.3,4061,316.0,73,35.83,SKU-00045,2024-11-07,true,false,1 year,SUP-024,"home & garden,playfun,trending"
46,SportZone Sports 46,Sports,SportZone,1368.54,606.61,0.14,3.8,4033,489.0,42,14.34,SKU-00046,2023-07-15,false,false,lifetime,SUP-016,"sports,sportzone,trending"
47,SportZone Electronics 47,Electronics,SportZone,643.57,400.75,0.02,1.0,4655,532.0,75,46.2,SKU-00047,2024-03-10,false,false,1 year,SUP-048,"electronics,sportzone,trending"
48,PlayFun Automotive 48,Automotive,PlayFun,1210.31,751.52,0.25,3.4,4607,352.0,93,43.28,SKU-00048,2025-08-30,false,true,lifetime,SUP-007,"automotive,playfun,trending"
49,StyleHub Books 49,Books,StyleHub,38.1,24.33,0.01,1.6,2952,253.0,55,36.58,SKU-00049,2025-05-20,false,true,6 months,SUP-049,"books,stylehub,trending"
50,TechPro Beauty 50,Beauty,TechPro,862.39,600.79,0.43,4.3,1157,842.0,42,23.49,SKU-00050,2024-06-20,true,false,1 year,SUP-024,"beauty,techpro,trending"
51,AutoMart Clothing 51,Clothing,AutoMart,448.49,156.86,0.2,1.2,1078,372.0,93,41.28,SKU-00051,2025-10-25,false,true,no warranty,SUP-041,"clothing,automart,trending"
52,FreshBite Music 52,Music,FreshBite,1401.96,565.64,0.13,1.6,4561,573.0,29,34.32,SKU-00052,2023-05-13,false,true,3 years,SUP-038,"music,freshbite,trending"
53,MelodyBox Sports 53,Sports,MelodyBox,624.14,252.79,0.46,2.2,2902,711.0,55,42.15,SKU-00053,2024-11-04,true,true,3 years,SUP-047,"sports,melodybox,trending"
54,StyleHub Home & Garden 54,Home & Garden,StyleHub,742.05,482.06,0.34,4.5,1177,439.0,23,26.5,SKU-00054,2022-09-29,true,false,6 months,SUP-011,"home & garden,stylehub,trending"
55,MelodyBox Home & Garden 55,Home & Garden,MelodyBox,1447.66,662.53,0.33,1.5,3174,102.0,62,45.91,SKU-00055,2023-07-09,true,false,6 months,SUP-018,"home & garden,melodybox,trending"
56,PlayFun Beauty 56,Beauty,PlayFun,997.35,338.82,0.08,2.5,4134,79.0,25,48.24,SKU-00056,2023-12-19,true,true,no warranty,SUP-009,"beauty,playfun,trending"
57,MelodyBox Food 57,Food,MelodyBox,247.09,121.25,0.32,3.7,2773,588.0,31,39.68,SKU-00057,2024-12-13,true,false,3 years,SUP-032,"food,melodybox,trending"
58,SportZone Automotive 58,Automotive,SportZone,277.93,152.86,0.16,2.1,1877,820.0,68,9.76,SKU-00058,2022-09-30,false,true,lifetime,SUP-027,"automotive,sportzone,trending"
59,ReadMore Music 59,Music,ReadMore,124.32,84.96,0.06,1.0,3107,1.0,66,37.85,SKU-00059,2022-05-19,false,true,no warranty,SUP-041,"music,readmore,trending"
60,FreshBite Sports 60,Sports,FreshBite,581.12,378.24,0.33,2.5,2812,217.0,73,3.51,SKU-00060,2024-01-01,false,true,6 months,SUP-002,"sports,freshbite,trending"
61,ReadMore Toys 61,Toys,ReadMore,11.43,6.02,0.1,3.2,1818,30.0,82,49.41,SKU-00061,2022-04-16,false,true,1 year,SUP-030,"toys,readmore,trending"
62,HomeBliss Automotive 62,Automotive,HomeBliss,162.65,57.26,0.24,1.8,2254,941.0,49,25.91,SKU-00062,2022-04-16,true,false,no warranty,SUP-024,"automotive,homebliss,trending"
63,TechPro Music 63,Music,TechPro,790.6,367.46,0.36,1.0,481,472.0,32,1.47,SKU-00063,2025-09-03,false,true,1 year,SUP-049,"music,techpro,trending"
64,FreshBite Clothing 64,Clothing,FreshBite,878.59,528.06,0.14,1.7,4884,996.0,99,16.24,SKU-00064,2024-04-26,true,true,1 year,SUP-014,"clothing,freshbite,trending"
65,PlayFun Clothing 65,Clothing,PlayFun,1216.98,806.58,0.45,3.1,3805,946.0,24,23.07,SKU-00065,2024-07-01,true,true,1 year,SUP-013,"clothing,playfun,trending"
66,FreshBite Electronics 66,Electronics,FreshBite,791.03,255.25,0.22,1.0,4956,283.0,18,23.3,SKU-00066,2022-01-25,true,false,6 months,SUP-015,"electronics,freshbite,trending"
67,TechPro Electronics 67,Electronics,TechPro,668.33,367.65,0.21,3.6,4224,701.0,72,16.29,SKU-00067,2025-10-30,false,true,lifetime,SUP-022,"electronics,techpro,trending"
68,StyleHub Music 68,Music,StyleHub,458.97,145.6,0.31,4.6,1441,901.0,60,20.67,SKU-00068,2023-08-20,false,true,3 years,SUP-012,"music,stylehub,trending"
69,GlowUp Food 69,Food,GlowUp,1433.38,489.86,0.46,2.2,1100,39.0,38,32.6,SKU-00069,2023-07-08,false,true,no warranty,SUP-045,"food,glowup,trending"
70,GlowUp Sports 70,Sports,GlowUp,223.62,110.65,0.19,3.6,2423,605.0,35,42.93,SKU-00070,2023-08-10,true,false,no warranty,SUP-049,"sports,glowup,trending"
71,AutoMart Beauty 71,Beauty,AutoMart,388.33,121.7,0.28,3.7,3436,564.0,99,44.93,SKU-00071,2024-01-08,false,false,2 years,SUP-040,"beauty,automart,trending"
72,StyleHub Clothing 72,Clothing,StyleHub,86.63,48.36,0.47,2.8,1238,978.0,47,47.49,SKU-00072,2024-10-29,false,true,no warranty,SUP-038,"clothing,stylehub,trending"
73,FreshBite Automotive 73,Automotive,FreshBite,918.67,392.1,0.23,1.2,1311,279.0,37,43.95,SKU-00073,2022-08-13,false,false,2 years,SUP-044,"automotive,freshbite,trending"
74,FreshBite Music 74,Music,FreshBite,1497.52,1004.12,0.13,2.0,3592,547.0,44,22.08,SKU-00074,2023-08-23,true,false,no warranty,SUP-038,"music,freshbite,trending"
75,GlowUp Home & Garden 75,Home & Garden,GlowUp,520.12,322.85,0.42,2.5,4750,178.0,65,45.01,SKU-00075,2025-04-22,true,true,1 year,SUP-043,"home & garden,glowup,trending"
76,AutoMart Books 76,Books,AutoMart,1429.48,979.99,0.39,1.5,2983,389.0,71,49.51,SKU-00076,2022-05-29,true,true,6 months,SUP-002,"books,automart,trending"
77,PlayFun Food 77,Food,PlayFun,689.46,346.37,0.29,4.2,943,367.0,28,35.31,SKU-00077,2023-01-07,false,false,3 years,SUP-002,"food,playfun,trending"
78,MelodyBox Electronics 78,Electronics,MelodyBox,811.78,478.62,0.0,4.5,4023,811.0,37,20.42,SKU-00078,2025-05-25,true,true,6 months,SUP-013,"electronics,melodybox,trending"
79,StyleHub Sports 79,Sports,StyleHub,1232.62,850.77,0.41,2.6,1548,125.0,75,16.23,SKU-00079,2025-01-02,false,false,no warranty,SUP-029,"sports,stylehub,trending"
80,AutoMart Electronics 80,Electronics,AutoMart,1202.9,565.94,0.01,2.1,3091,99.0,45,39.38,SKU-00080,2023-05-22,false,true,6 months,SUP-018,"electronics,automart,trending"
81,StyleHub Music 81,Music,StyleHub,1095.71,618.19,0.5,4.6,2324,197.0,81,21.94,SKU-00081,2025-09-14,false,true,lifetime,SUP-045,"music,stylehub,trending"
82,GlowUp Automotive 82,Automotive,GlowUp,283.76,94.13,0.18,2.9,4012,800.0,10,36.98,SKU-00082,2023-06-07,false,false,3 years,SUP-008,"automotive,glowup,trending"
83,ReadMore Food 83,Food,ReadMore,439.25,226.51,0.25,1.3,1395,489.0,56,44.13,SKU-00083,2025-07-09,true,false,6 months,SUP-047,"food,readmore,trending"
84,FreshBite Music 84,Music,FreshBite,753.35,278.17,0.1,2.0,4685,172.0,91,8.14,SKU-00084,2023-02-24,true,true,6 months,SUP-021,"music,freshbite,trending"
85,TechPro Music 85,Music,TechPro,26.38,15.29,0.06,4.4,1135,662.0,10,14.54,SKU-00085,2023-07-14,false,false,3 years,SUP-030,"music,techpro,trending"
86,StyleHub Automotive 86,Automotive,StyleHub,548.25,345.97,0.13,3.9,3806,650.0,58,19.59,SKU-00086,2023-08-31,false,false,lifetime,SUP-038,"automotive,stylehub,trending"
87,MelodyBox Home & Garden 87,Home & Garden,MelodyBox,131.36,44.6,0.34,4.0,3035,440.0,61,24.63,SKU-00087,2025-09-28,false,false,2 years,SUP-031,"home & garden,melodybox,trending"
88,GlowUp Beauty 88,Beauty,GlowUp,604.3,242.13,0.49,1.2,2890,126.0,74,33.59,SKU-00088,2023-12-02,true,false,2 years,SUP-022,"beauty,glowup,trending"
89,ReadMore Toys 89,Toys,ReadMore,110.56,49.25,0.14,3.5,4254,495.0,27,29.7,SKU-00089,2024-10-23,false,true,3 years,SUP-024,"toys,readmore,trending"
90,SportZone Sports 90,Sports,SportZone,216.91,65.5,0.04,3.8,2963,692.0,63,44.53,SKU-00090,2022-12-15,false,true,no warranty,SUP-034,"sports,sportzone,trending"
91,SportZone Beauty 91,Beauty,SportZone,56.88,25.71,0.24,2.2,3537,202.0,14,12.36,SKU-00091,2022-06-29,false,true,6 months,SUP-013,"beauty,sportzone,trending"
92,FreshBite Clothing 92,Clothing,FreshBite,1045.97,732.11,0.41,2.0,162,897.0,23,46.1,SKU-00092,2024-11-07,false,true,3 years,SUP-023,"clothing,freshbite,trending"
93,FreshBite Sports 93,Sports,FreshBite,800.01,349.81,0.25,2.5,2371,355.0,82,19.7,SKU-00093,2023-12-05,true,false,1 year,SUP-027,"sports,freshbite,trending"
94,AutoMart Music 94,Music,AutoMart,1404.92,616.17,0.35,3.1,2599,73.0,67,47.89,SKU-00094,2025-01-23,true,false,no warranty,SUP-006,"music,automart,trending"
95,PlayFun Home & Garden 95,Home & Garden,PlayFun,526.9,241.83,0.21,3.5,2027,657.0,36,40.41,SKU-00095,2025-01-16,false,false,no warranty,SUP-017,"home & garden,playfun,trending"
96,AutoMart Clothing 96,Clothing,AutoMart,981.72,657.13,0.16,3.7,376,693.0,86,30.77,SKU-00096,2025-04-09,true,false,1 year,SUP-017,"clothing,automart,trending"
97,MelodyBox Beauty 97,Beauty,MelodyBox,463.25,226.16,0.35,1.7,1605,393.0,97,46.8,SKU-00097,2023-08-05,true,false,lifetime,SUP-024,"beauty,melodybox,trending"
98,AutoMart Clothing 98,Clothing,AutoMart,1449.32,700.06,0.22,3.3,4966,886.0,16,4.61,SKU-00098,2022-01-09,true,false,6 months,SUP-039,"clothing,automart,trending"
99,MelodyBox Electronics 99,Electronics,MelodyBox,472.65,277.97,0.34,1.5,73,188.0,94,22.76,SKU-00099,2022-07-26,true,true,2 years,SUP-041,"electronics,melodybox,trending"
100,MelodyBox Clothing 100,Clothing,MelodyBox,66.99,27.44,0.18,4.2,1405,826.0,44,20.91,SKU-00100,2023-01-10,true,true,6 months,SUP-026,"clothing,melodybox,trending"
101,GlowUp Toys 101,Toys,GlowUp,615.01,340.02,0.12,1.8,2890,36.0,29,14.47,SKU-00101,2022-09-27,false,true,2 years,SUP-016,"toys,glowup,trending"
102,StyleHub Food 102,Food,StyleHub,1431.84,437.85,0.03,3.0,2567,944.0,86,37.86,SKU-00102,2023-08-05,true,false,1 year,SUP-004,"food,stylehub,trending"
103,SportZone Books 103,Books,SportZone,796.18,299.24,0.47,1.2,2293,369.0,86,10.7,SKU-00103,2023-05-21,true,true,lifetime,SUP-041,"books,sportzone,trending"
104,MelodyBox Music 104,Music,MelodyBox,1187.87,367.98,0.13,1.0,1656,86.0,89,0.7,SKU-00104,2024-09-18,true,true,1 year,SUP-044,"music,melodybox,trending"
105,HomeBliss Toys 105,Toys,HomeBliss,1408.36,495.3,0.43,2.9,1807,490.0,55,17.22,SKU-00105,2024-06-21,false,true,3 years,SUP-009,"toys,homebliss,trending"
106,PlayFun Automotive 106,Automotive,PlayFun,716.34,279.44,0.16,3.2,874,288.0,22,9.07,SKU-00106,2024-03-08,false,false,6 months,SUP-022,"automotive,playfun,trending"
107,MelodyBox Home & Garden 107,Home & Garden,MelodyBox,329.65,200.68,0.37,1.5,2181,179.0,100,2.65,SKU-00107,2022-10-12,true,false,6 months,SUP-042,"home & garden,melodybox,trending"
108,HomeBliss Clothing 108,Clothing,HomeBliss,1327.63,839.33,0.11,2.0,414,437.0,70,30.97,SKU-00108,2025-01-10,false,true,2 years,SUP-029,"clothing,homebliss,trending"
109,HomeBliss Automotive 109,Automotive,HomeBliss,326.75,213.64,0.28,4.3,4939,865.0,15,11.13,SKU-00109,2022-08-18,true,true,3 years,SUP-023,"automotive,homebliss,trending"
110,HomeBliss Music 110,Music,HomeBliss,853.2,524.72,0.16,3.7,717,949.0,33,4.31,SKU-00110,2022-07-03,false,true,1 year,SUP-003,"music,homebliss,trending"
111,PlayFun Beauty 111,Beauty,PlayFun,899.07,286.21,0.36,4.3,1553,394.0,37,19.68,SKU-00111,2023-08-18,false,true,1 year,SUP-048,"beauty,playfun,trending"
112,GlowUp Music 112,Music,GlowUp,884.42,354.79,0.08,4.0,61,632.0,69,31.5,SKU-00112,2022-12-05,false,false,no warranty,SUP-033,"music,glowup,trending"
113,PlayFun Home & Garden 113,Home & Garden,PlayFun,240.03,120.84,0.42,3.0,3653,922.0,50,33.47,SKU-00113,2022-08-06,true,true,1 year,SUP-035,"home & garden,playfun,trending"
114,HomeBliss Toys 114,Toys,HomeBliss,64.04,20.33,0.02,1.2,3465,212.0,27,17.17,SKU-00114,2024-05-18,false,false,2 years,SUP-019,"toys,homebliss,trending"
115,PlayFun Beauty 115,Beauty,PlayFun,829.54,288.88,0.08,3.6,3788,654.0,40,14.54,SKU-00115,2024-05-12,true,true,1 year,SUP-046,"beauty,playfun,trending"
116,GlowUp Sports 116,Sports,GlowUp,533.79,328.59,0.38,2.7,4328,285.0,18,16.78,SKU-00116,2024-04-21,true,false,6 months,SUP-030,"sports,glowup,trending"
117,AutoMart Toys 117,Toys,AutoMart,310.0,213.64,0.38,4.3,4216,366.0,73,19.85,SKU-00117,2025-10-13,false,false,no warranty,SUP-037,"toys,automart,trending"
118,MelodyBox Toys 118,Toys,MelodyBox,615.54,378.94,0.01,4.1,1873,705.0,67,37.22,SKU-00118,2022-11-11,true,false,no warranty,SUP-018,"toys,melodybox,trending"
119,SportZone Food 119,Food,SportZone,957.95,321.21,0.28,1.7,1047,326.0,43,16.99,SKU-00119,2024-09-09,false,true,3 years,SUP-042,"food,sportzone,trending"
120,HomeBliss Books 120,Books,HomeBliss,729.59,339.47,0.14,2.1,3519,307.0,17,9.33,SKU-00120,2024-08-24,true,true,1 year,SUP-032,"books,homebliss,trending"
121,ReadMore Books 121,Books,ReadMore,887.55,316.94,0.01,4.1,2963,638.0,29,15.64,SKU-00121,2025-10-06,true,true,1 year,SUP-039,"books,readmore,trending"
122,TechPro Toys 122,Toys,TechPro,134.99,93.91,0.33,4.7,4651,394.0,27,27.89,SKU-00122,2022-02-22,false,false,no warranty,SUP-042,"toys,techpro,trending"
123,PlayFun Music 123,Music,PlayFun,301.21,96.92,0.27,3.2,1740,659.0,94,14.77,SKU-00123,2024-10-18,false,false,no warranty,SUP-040,"music,playfun,trending"
124,TechPro Electronics 124,Electronics,TechPro,1426.57,678.08,0.08,2.2,3530,981.0,58,30.42,SKU-00124,2025-11-09,true,false,no warranty,SUP-001,"electronics,techpro,trending"
125,SportZone Music 125,Music,SportZone,319.49,148.05,0.08,3.7,2916,905.0,12,26.52,SKU-00125,2023-11-18,true,false,no warranty,SUP-028,"music,sportzone,trending"
126,MelodyBox Books 126,Books,MelodyBox,717.7,268.24,0.19,4.0,1198,211.0,28,16.44,SKU-00126,2022-11-22,false,true,no warranty,SUP-020,"books,melodybox,trending"
127,FreshBite Beauty 127,Beauty,FreshBite,1230.96,667.54,0.08,4.8,2215,468.0,34,39.07,SKU-00127,2025-10-24,true,false,no warranty,SUP-017,"beauty,freshbite,trending"
128,GlowUp Beauty 128,Beauty,GlowUp,599.65,190.92,0.05,4.8,4911,729.0,59,4.44,SKU-00128,2022-04-09,false,false,1 year,SUP-033,"beauty,glowup,trending"
129,GlowUp Food 129,Food,GlowUp,1137.84,680.98,0.35,4.8,1387,272.0,42,30.24,SKU-00129,2023-06-06,true,true,no warranty,SUP-049,"food,glowup,trending"
130,PlayFun Music 130,Music,PlayFun,129.66,88.54,0.31,2.3,710,230.0,48,13.73,SKU-00130,2025-02-23,true,true,6 months,SUP-035,"music,playfun,trending"
131,FreshBite Home & Garden 131,Home & Garden,FreshBite,46.35,21.23,0.37,2.1,3447,586.0,27,32.31,SKU-00131,2023-02-21,false,false,lifetime,SUP-016,"home & garden,freshbite,trending"
132,FreshBite Music 132,Music,FreshBite,1211.54,407.59,0.34,1.6,227,77.0,37,4.88,SKU-00132,2024-01-22,true,true,6 months,SUP-041,"music,freshbite,trending"
133,HomeBliss Books 133,Books,HomeBliss,872.01,388.5,0.11,4.7,1985,814.0,60,31.89,SKU-00133,2025-11-05,true,true,2 years,SUP-050,"books,homebliss,trending"
134,MelodyBox Electronics 134,Electronics,MelodyBox,832.2,276.14,0.24,1.7,1001,549.0,64,24.25,SKU-00134,2022-03-13,true,true,lifetime,SUP-023,"electronics,melodybox,trending"
135,TechPro Music 135,Music,TechPro,1346.86,915.1,0.05,4.1,3980,636.0,61,45.21,SKU-00135,2025-11-29,true,true,no warranty,SUP-001,"music,techpro,trending"
136,MelodyBox Clothing 136,Clothing,MelodyBox,960.09,576.75,0.04,2.9,2807,843.0,37,41.06,SKU-00136,2022-12-23,false,false,lifetime,SUP-016,"clothing,melodybox,trending"
137,HomeBliss Sports 137,Sports,HomeBliss,1177.32,593.52,0.39,1.5,595,313.0,73,15.29,SKU-00137,2025-06-21,true,true,3 years,SUP-041,"sports,homebliss,trending"
138,FreshBite Electronics 138,Electronics,FreshBite,681.03,240.64,0.07,4.9,271,844.0,16,2.42,SKU-00138,2023-05-02,true,true,2 years,SUP-041,"electronics,freshbite,trending"
139,StyleHub Music 139,Music,StyleHub,272.19,103.97,0.06,3.7,103,25.0,86,43.53,SKU-00139,2023-03-16,true,false,no warranty,SUP-005,"music,stylehub,trending"
140,HomeBliss Food 140,Food,HomeBliss,212.55,126.34,0.18,3.8,3148,160.0,28,32.81,SKU-00140,2022-03-29,true,true,1 year,SUP-008,"food,homebliss,trending"
141,GlowUp Clothing 141,Clothing,GlowUp,703.65,308.57,0.15,3.1,1762,167.0,59,24.76,SKU-00141,2022-02-24,true,true,3 years,SUP-029,"clothing,glowup,trending"
142,StyleHub Food 142,Food,StyleHub,173.84,82.26,0.46,4.2,4399,411.0,27,47.66,SKU-00142,2022-01-15,true,false,6 months,SUP-022,"food,stylehub,trending"
143,FreshBite Home & Garden 143,Home & Garden,FreshBite,598.48,240.97,0.08,2.8,128,171.0,15,30.78,SKU-00143,2023-09-05,true,false,no warranty,SUP-022,"home & garden,freshbite,trending"
144,TechPro Home & Garden 144,Home & Garden,TechPro,427.96,243.72,0.18,1.8,4983,522.0,19,3.13,SKU-00144,2023-12-03,true,false,2 years,SUP-021,"home & garden,techpro,trending"
145,FreshBite Electronics 145,Electronics,FreshBite,392.89,168.14,0.27,2.7,4009,447.0,39,39.11,SKU-00145,2024-10-29,false,false,3 years,SUP-040,"electronics,freshbite,trending"
146,TechPro Automotive 146,Automotive,TechPro,1102.09,577.11,0.36,5.0,3682,393.0,94,14.78,SKU-00146,2022-03-24,false,true,2 years,SUP-021,"automotive,techpro,trending"
