product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
1536,Borosil Sandwich Maker,Home & Kitchen,Borosil,6087.47,4175.25,38.6,2.7,3801,1781.0,103,17.88,SKU-BDEOPXVA,2025-01-12,Yes,No,1 Year,SUP-5050,new|clearance|trending|eco
1537,Whiskas Dog Leash Retractable,Pet Supplies,Whiskas,6932.82,3382.26,39.2,4.0,3173,3670.0,421,11.86,SKU-AP7K43Y9,2025-03-07,Yes,No,3 years,SUP-6669,bestseller|sustainable|popular|trending
1538,Nivea Immunity Booster Drops,Health & Wellness,Nivea,8787.63,4020.16,34.9,1.1,9723,8811.0,135,22.97,SKU-WC8K4010,2025-01-04,yes,No,1 year,SUP-4009,top-rated|premium|popular
1539,Lakme Lip Butter Set,Beauty & Personal Care,Lakme,7200.09,3116.36,21.8,3.3,1769,7569.0,392,21.78,SKU-EKR45S3J,2025-01-27,yes,Yes,6 months,SUP-7863,limited|premium
1540,Hozelock Seed Starter Kit,Garden & Outdoors,Hozelock,8689.77,4949.96,32.2,4.2,1664,8089.0,349,9.56,SKU-FLESWVCU,2025-01-24,Yes,No,2 years,SUP-3922,sale
1541,Classmate Label Maker,Office Supplies,Classmate,2652.49,1684.09,12.0,4.9,7969,2013.0,231,9.09,SKU-2O2ADQDH,2025-01-20,No,Yes,1 Year,SUP-3460,popular
1542,Pedigree Pet Grooming Kit,Pet Supplies,Pedigree,5978.84,3876.77,25.8,3.6,2043,3223.0,405,15.15,SKU-FJL3YGWL,2025-03-13,yes,No,2 Years,SUP-8819,bestseller|trending
1543,Nerf Musical Keyboard Kids,Toys & Games,Nerf,4182.39,2292.16,19.6,3.9,4216,3288.0,81,12.96,SKU-P8RWHEZZ,2025-01-22,Yes,No,2 Years,SUP-3725,flash|eco
1544,Casio Music Stand Folding,Music & Instruments,Casio,3478.78,1671.64,0.3,2.2,9966,8726.0,170,5.74,SKU-PRFMGS2L,2025-02-13,yes,Yes,1 year,SUP-9984,clearance
1545,Leitz Label Maker,Office Supplies,Leitz,7024.89,3353.04,7.0,4.6,9455,3096.0,491,4.76,SKU-BT8U4GL8,2025-02-10,Yes,No,1 Year,SUP-9461,organic|top-rated|premium
1546,Dove Lip Butter Set,Beauty & Personal Care,Dove,121.31,49.51,26.4,2.4,9993,9078.0,488,3.53,SKU-YMHFGDO5,2025-01-27,no,No,3 years,SUP-9798,eco
1547,Castrol Seat Cover Set,Automotive,Castrol,5827.06,3400.8,22.7,4.5,1706,772.0,415,0.75,SKU-9MCY7NLI,2025-03-19,Yes,No,1 Year,SUP-8605,trending|bestseller
1548,Deli Desk Organiser Bamboo,Office Supplies,Deli,5633.9,2496.78,18.9,2.2,1687,373.0,499,14.74,SKU-Y9E8X18T,2025-01-05,YES,Yes,6 months,SUP-3599,sale|premium|organic|sustainable
1549,Casio Diamond Stud Earrings,Jewellery & Watches,Casio,1385.9,890.0,23.4,4.0,3773,2391.0,422,15.19,SKU-EK0D8BRR,2025-02-20,yes,No,1 Year,SUP-2961,flash|top-rated
1550,Butterfly Chopper Manual,Home & Kitchen,Butterfly,913.06,421.38,23.8,3.9,7720,1560.0,250,17.93,SKU-9E3CM887,2025-01-13,Yes,No,No Warranty,SUP-7901,top-rated|flash
1551,Heads Up For Tails Hamster Wheel,Pet Supplies,Heads Up For Tails,6445.07,3011.01,3.6,4.8,4100,2332.0,399,4.95,SKU-AH0AHSQW,2025-01-18,Yes,No,1 year,SUP-7855,eco|trending
1552,Nike Compression Shorts,Clothing,Nike,6887.41,3743.51,30.6,4.1,4950,5581.0,441,20.62,SKU-GE43Q4A3,2025-02-23,YES,No,1 year,SUP-5997,bestseller|organic|sustainable|premium
1553,Hasbro Chess Set Wooden,Toys & Games,Hasbro,2529.69,1058.0,18.3,1.8,5652,8606.0,91,7.87,SKU-ION11KM6,2025-02-02,no,Yes,1 year,SUP-2393,sustainable
1554,Whiskas Dog Raincoat,Pet Supplies,Whiskas,2964.28,1997.29,29.2,4.5,4123,7308.0,235,10.97,SKU-THOYGJ4O,2025-03-04,yes,No,3 years,SUP-3293,new
1555,Plum Beard Oil 50ml,Beauty & Personal Care,Plum,5893.71,3097.15,3.7,1.9,7728,6029.0,142,23.2,SKU-AG9ZI65Z,2025-02-20,no,No,1 year,SUP-4869,sale|limited
1556,Fastrack Analog Watch Classic,Jewellery & Watches,Fastrack,6194.45,2760.58,27.1,4.6,2856,6790.0,58,15.43,SKU-OO5NFFQJ,2025-03-19,Yes,No,Lifetime,SUP-8965,sale|top-rated|new
1557,Fiskars Potting Mix 5kg,Garden & Outdoors,Fiskars,3267.44,1902.27,29.2,4.4,5370,3654.0,303,11.76,SKU-UYBOYF8H,2025-03-12,YES,No,1 Year,SUP-9387,new
1558,Heads Up For Tails Bird Cage Stainless,Pet Supplies,Heads Up For Tails,6795.0,3895.37,25.2,1.3,8420,9651.0,418,21.46,SKU-LHCIWI9F,2025-03-09,yes,No,2 Years,SUP-9047,new|premium|flash|top-rated
1559,Pond's Micellar Water 200ml,Beauty & Personal Care,Pond's,5415.12,3502.19,39.3,2.1,5649,9625.0,294,15.43,SKU-0DQH9PS8,2025-01-28,Yes,Yes,3 years,SUP-6671,new|trending|organic|eco
1560,Kokuyo Ring Binders 5-Pack,Office Supplies,Kokuyo,3547.87,1928.68,3.3,1.2,3107,9554.0,218,23.74,SKU-7RN489QQ,2025-03-24,no,No,Lifetime,SUP-4806,new|sale|organic|clearance
1561,Leitz Desk Organiser Bamboo,Office Supplies,Leitz,5866.64,3015.21,36.8,1.9,1691,4392.0,425,10.31,SKU-2R86QERN,2025-01-19,yes,No,No Warranty,SUP-3306,flash|limited|clearance|popular
1562,Yamaha Harmonica 10-Hole,Music & Instruments,Yamaha,3762.55,2178.38,31.5,2.7,8463,3132.0,450,17.95,SKU-7T879AE0,2025-01-06,Yes,No,2 years,SUP-4001,organic|trending
1563,Puma Slim Fit Chinos,Clothing,Puma,8991.24,3698.2,15.2,3.8,4332,8763.0,485,14.04,SKU-81BHVHSA,2025-03-29,Yes,No,Lifetime,SUP-5602,new|popular|eco
1564,Nerf Musical Keyboard Kids,Toys & Games,Nerf,2247.07,1581.97,15.1,2.7,3072,955.0,419,24.91,SKU-IAQG837H,2025-01-18,Yes,No,3 years,SUP-6744,new|top-rated|popular
1565,Nestle Moringa Powder 200g,Grocery & Gourmet,Nestle,5308.6,3508.99,35.8,3.6,8808,785.0,231,10.8,SKU-GYMKXXAB,2025-02-10,YES,No,1 Year,SUP-1339,top-rated|new|popular
1566,3M Car Phone Mount Magnetic,Automotive,3M,5178.75,3538.91,24.0,4.1,9317,1492.0,254,17.94,SKU-7N6ZGMVY,2025-03-04,no,No,No Warranty,SUP-8109,premium|popular
1567,ITC Moringa Powder 200g,Grocery & Gourmet,ITC,3597.27,2468.12,35.7,4.4,3049,1813.0,95,4.42,SKU-VIL6TDR2,2025-02-23,YES,Yes,2 Years,SUP-7006,premium|organic
1568,Dettol Massage Gun,Health & Wellness,Dettol,5316.76,3793.53,8.2,3.8,4314,8714.0,423,1.27,SKU-BEJUGX5L,2025-01-29,YES,No,3 years,SUP-2768,new|bestseller|popular
1569,Nerf Scrabble Deluxe,Toys & Games,Nerf,3488.16,2468.32,27.3,4.9,2700,8162.0,331,9.01,SKU-XFKMFEXU,2025-03-12,no,No,2 Years,SUP-6466,organic|popular|clearance|eco
1570,JK Tyre Car Phone Mount Magnetic,Automotive,JK Tyre,7205.61,5102.19,29.0,3.1,3335,4868.0,471,17.16,SKU-J73DUAVG,2025-01-06,YES,No,Lifetime,SUP-9605,bestseller
1571,Bloomsbury Ikigai,Books,Bloomsbury,3352.84,2029.96,30.5,3.8,6179,3903.0,284,20.59,SKU-HPSK85QI,2025-02-14,no,Yes,6 months,SUP-2409,clearance|bestseller
1572,Decathlon Skipping Rope Steel,Sports & Fitness,Decathlon,2548.27,1549.56,8.4,1.2,5852,8762.0,108,7.6,SKU-DZBBH5PC,2025-03-07,No,No,2 years,SUP-4887,new|limited|bestseller
1573,LG Wireless Charging Pad,Electronics,LG,3984.1,2746.52,11.1,3.8,889,5363.0,356,3.03,SKU-A4J5NNQV,2025-01-16,Yes,No,3 years,SUP-6304,trending|top-rated|popular|sustainable
1574,Tanishq Analog Watch Classic,Jewellery & Watches,Tanishq,59.84,42.7,25.8,1.9,7347,9428.0,421,16.36,SKU-Q7MYXLBH,2025-02-25,Yes,No,2 Years,SUP-1932,flash
1575,Lenovo Gaming Headset,Electronics,Lenovo,3888.82,2489.86,22.7,3.9,7018,7667.0,362,15.23,SKU-XWD4OHBR,2025-01-21,YES,Yes,1 Year,SUP-9830,new|popular
1576,Pedigree Dog Leash Retractable,Pet Supplies,Pedigree,8864.37,4075.99,1.8,4.8,2113,7414.0,172,7.28,SKU-4V8J2HS7,2025-01-16,Yes,No,1 year,SUP-6408,organic|top-rated|sustainable|premium
1577,Bosch Seed Starter Kit,Garden & Outdoors,Bosch,8182.7,3658.31,10.8,1.4,2750,6611.0,419,19.68,SKU-VW08SE19,2025-01-08,No,No,No Warranty,SUP-3432,sustainable
1578,Nestle Cacao Nibs 200g,Grocery & Gourmet,Nestle,833.58,455.68,27.2,4.7,607,8600.0,112,14.33,SKU-IS55C6CV,2025-01-10,Yes,No,2 years,SUP-2376,top-rated
1579,Reebok Gym Gloves,Sports & Fitness,Reebok,5409.64,2234.64,11.1,4.3,5554,7791.0,174,24.92,SKU-ANY5VCHS,2025-02-01,yes,No,6 months,SUP-1521,top-rated
1580,Michelin Dash Mat,Automotive,Michelin,2805.24,1622.6,36.3,2.3,7244,6258.0,383,3.14,SKU-M48MYHKH,2025-03-27,Yes,No,1 Year,SUP-1798,sustainable|limited
1581,Garnier Beard Oil 50ml,Beauty & Personal Care,Garnier,8266.45,4652.85,36.2,2.5,2189,3222.0,185,8.46,SKU-Q5G7KBQA,2025-03-12,Yes,Yes,No Warranty,SUP-4763,organic|limited|sale|sustainable
1582,JBL Laptop Stand Aluminium,Electronics,JBL,7732.64,3443.53,29.3,2.6,8786,7958.0,73,20.27,SKU-JDOSUGNF,2025-03-11,yes,Yes,1 year,SUP-3226,clearance|flash
1583,Royal Canin Automatic Pet Feeder,Pet Supplies,Royal Canin,7958.13,3716.47,22.9,4.8,1292,5713.0,284,12.83,SKU-VPX7OVSR,2025-03-20,Yes,No,1 year,SUP-9526,limited|trending
1584,Classmate Correction Tape 5-Pack,Office Supplies,Classmate,8669.5,4572.0,15.9,3.9,2524,7497.0,163,2.79,SKU-VILYA820,2025-02-09,Yes,No,6 months,SUP-1534,clearance|top-rated
1585,Britannia Organic Jaggery 1kg,Grocery & Gourmet,Britannia,1028.91,522.95,25.9,3.2,2435,513.0,468,4.32,SKU-U2LNY46Z,2025-03-01,yes,No,2 years,SUP-1039,top-rated|bestseller
1586,Arrow Casual Linen Shirt,Clothing,Arrow,3694.97,2143.01,26.9,1.8,5264,1019.0,294,6.02,SKU-TYFU63DC,2025-02-10,No,No,No Warranty,SUP-7728,trending|premium|organic
1587,Drools Cat Scratching Post,Pet Supplies,Drools,7718.69,4465.69,6.4,2.6,3576,3840.0,241,17.62,SKU-37CIKHU0,2025-01-24,Yes,No,3 years,SUP-8773,bestseller
1588,Britannia Dried Cranberries 150g,Grocery & Gourmet,Britannia,5407.25,2440.31,38.7,1.6,6667,4216.0,240,10.06,SKU-EIOR5YMW,2025-03-29,yes,Yes,1 year,SUP-5634,new|popular|organic|limited
1589,UCB Floral Dress,Clothing,UCB,6116.06,2830.66,30.9,3.8,1507,2857.0,235,22.73,SKU-AYPCHDVW,2025-02-20,no,No,Lifetime,SUP-4778,sustainable|flash
1590,LG Portable SSD 1TB,Electronics,LG,4406.63,2588.77,6.0,1.7,5671,7346.0,149,11.15,SKU-GXLX6XZV,2025-01-15,no,No,Lifetime,SUP-2584,trending|bestseller|flash|premium
1591,LG Smart Home Hub,Electronics,LG,4157.91,2010.4,12.2,3.7,2339,3756.0,242,10.01,SKU-ALLJERQW,2025-02-16,YES,No,3 years,SUP-8643,flash|premium|organic
1592,Nestle Flaxseeds 500g,Grocery & Gourmet,Nestle,3835.58,1865.1,8.0,3.0,3079,8424.0,398,11.94,SKU-B60SKB3B,2025-03-04,Yes,No,2 years,SUP-2522,eco|trending|clearance|flash
1593,Fossil Chronograph Sports Watch,Jewellery & Watches,Fossil,988.14,464.85,23.7,4.1,4044,5675.0,222,4.84,SKU-GJRU0BVD,2025-02-03,Yes,Yes,2 years,SUP-1622,sustainable|premium|new|eco
1594,Zara Denim Jacket,Clothing,Zara,4377.42,2604.9,38.3,4.6,6856,9353.0,232,10.49,SKU-D9V0WF1F,2025-02-11,yes,No,2 Years,SUP-2133,new|trending|limited|flash
1595,Casio Violin 4/4 Size,Music & Instruments,Casio,4689.64,3231.53,21.3,4.9,7907,9982.0,465,24.53,SKU-FJM3NU4D,2025-01-07,Yes,No,Lifetime,SUP-2245,popular|organic|sustainable
1596,ITC Cold Press Coconut Oil 500ml,Grocery & Gourmet,ITC,7053.59$,4759.59,24.7,3.6,2284,8908.0,332,13.59,SKU-LAYPAS26,2025-02-15,No,No,3 years,SUP-1166,sustainable|new|bestseller|organic
1597,Nykaa Micellar Water 200ml,Beauty & Personal Care,Nykaa,186.85,77.47,7.9,3.1,280,8250.0,468,18.51,SKU-CUF613TO,2025-03-30,Yes,No,No Warranty,SUP-2801,top-rated|popular
1598,Plum Lip Butter Set,Beauty & Personal Care,Plum,5357.31,2785.11,2.4,2.1,7215,2996.0,116,14.98,SKU-IBDD5SKD,2025-03-02,Yes,No,Lifetime,SUP-5180,organic|popular|trending
1599,Zara Oversized Hoodie,Clothing,Zara,2713.23,1790.12,28.8,4.5,8005,7131.0,429,3.02,SKU-8J4C591Y,2025-03-08,Yes,No,No Warranty,SUP-5250,new|sustainable|trending|top-rated
1600,Greenworks Trowel Set,Garden & Outdoors,Greenworks,4286.03,2934.9,26.4,1.6,1066,5148.0,363,1.6,SKU-J9RWVFB5,2025-01-24,YES,No,No Warranty,SUP-1010,clearance
1601,Vector X Ab Roller,Sports & Fitness,Vector X,7820.92,3451.79,33.1,2.4,2019,1033.0,275,4.99,SKU-ZGRM3QE8,2025-02-07,Yes,No,1 year,SUP-8959,bestseller|clearance|sustainable|premium
1602,Castrol Seat Cover Set,Automotive,Castrol,5070.29,2287.79,37.0,5.0,5261,9647.0,267,5.8,SKU-06UC2UUH,2025-01-28,no,Yes,2 Years,SUP-1281,bestseller|sale|popular
1603,Pond's Hydrating Face Mask,Beauty & Personal Care,Pond's,1559.71,631.39,30.3,2.0,2345,1814.0,247,22.2,SKU-B2L8QZGI,2025-01-05,Yes,No,3 years,SUP-6416,bestseller|eco|clearance
1604,Arrow Formal Trousers,Clothing,Arrow,8791.48,4052.7,5.4,3.6,5403,2457.0,111,13.4,SKU-6D8ACVV7,2025-01-09,Yes,No,3 years,SUP-4557,sustainable|bestseller
1605,Casio Cufflinks Set,Jewellery & Watches,Casio,3962.62,2252.57,17.7,2.3,4987,2521.0,387,0.52,SKU-3ZIPUEOQ,2025-02-18,yes,No,3 years,SUP-4399,clearance|trending
1606,Havells Dish Rack Stainless,Home & Kitchen,Havells,6060.27,4277.34,8.3,2.4,9015,5943.0,339,5.09,SKU-R8VS0ZTN,2025-03-28,YES,No,3 years,SUP-6130,new
1607,Roland Violin 4/4 Size,Music & Instruments,Roland,5779.68,2401.84,25.4,1.1,9689,1708.0,388,2.54,SKU-KKHGDB8Y,2025-03-04,Yes,No,2 Years,SUP-3301,limited|flash|sale
1608,Drools Automatic Pet Feeder,Pet Supplies,Drools,8597.53,5079.94,9.9,1.2,6389,6636.0,115,10.5,SKU-DQQBUVYV,2025-01-04,Yes,No,1 year,SUP-6889,premium|organic|top-rated
1609,Himalaya Foam Roller,Health & Wellness,Himalaya,6005.27,3090.8,17.7,1.3,7338,8498.0,248,15.9,SKU-ILYZL3EE,2025-02-06,Yes,No,2 years,SUP-6820,limited|flash
1610,Aashirvaad Peanut Butter Crunchy 1kg,Grocery & Gourmet,Aashirvaad,4382.26,3110.56,3.6,4.6,1932,288.0,410,16.51,SKU-XAT5SZMK,2025-01-05,Yes,No,1 year,SUP-6022,bestseller
1611,Vega Seat Cover Set,Automotive,Vega,807.83,351.13,17.6,4.4,3334,5410.0,347,2.64,SKU-CTWO55GK,2025-03-04,Yes,No,6 months,SUP-2591,trending
1612,Britannia Chia Seeds 250g,Grocery & Gourmet,Britannia,197.78,82.8,30.6,1.4,41,8657.0,324,24.82,SKU-DWRUDMG7,2025-01-11,Yes,No,Lifetime,SUP-7614,clearance|premium|sustainable
1613,3M Jump Starter Pack,Automotive,3M,4517.24,1948.71,34.2,2.9,9502,6510.0,74,3.4,SKU-RNQ16GRE,2025-02-08,Yes,No,1 Year,SUP-5867,organic
1614,Deli Laminator A4,Office Supplies,Deli,6859.64,3600.31,9.9,1.9,432,6390.0,256,23.19,SKU-4K2PNA7B,2025-02-24,Yes,No,1 Year,SUP-9077,limited
1615,Classmate A4 Copy Paper 500 Sheets,Office Supplies,Classmate,831.81,562.66,1.5,3.6,2262,2180.0,218,10.55,SKU-3VXEWPEQ,2025-03-27,Yes,Yes,2 years,SUP-9311,premium|top-rated
1616,Ugaoo Seed Starter Kit,Garden & Outdoors,Ugaoo,7204.42,4433.75,22.9,1.6,9779,8215.0,374,7.0,SKU-BGOCH6XX,2025-01-12,yes,Yes,6 months,SUP-6630,eco|sale|top-rated|trending
1617,Sennheiser Digital Piano 61-Key,Music & Instruments,Sennheiser,4221.36,2841.62,2.1,1.7,8934,9665.0,462,9.26,SKU-MYMV9QVT,2025-01-21,YES,No,Lifetime,SUP-7155,flash|sale|eco|sustainable
1618,Dabur Omega-3 Capsules 60s,Health & Wellness,Dabur,8361.11$,3799.78,0.7,4.8,2944,3086.0,379,11.51,SKU-JGC12QG0,2025-01-13,no,No,No Warranty,SUP-5166,premium
1619,Sony Action Camera 4K,Electronics,Sony,1232.16,760.75,13.6,2.4,6901,4724.0,130,2.75,SKU-C27TETLV,2025-01-18,YES,No,1 year,SUP-5143,bestseller|clearance|premium|eco
1620,True Elements Flaxseeds 500g,Grocery & Gourmet,True Elements,2264.73,1484.06,10.0,4.9,5258,7119.0,307,20.89,SKU-K1CEXZ8Y,2025-03-13,Yes,No,2 Years,SUP-4982,new|sale
1621,Patanjali Cacao Nibs 200g,Grocery & Gourmet,Patanjali,8053.03,5779.14,23.4,4.1,1145,7245.0,349,7.26,SKU-07EFKLOY,2025-01-29,Yes,Yes,2 years,SUP-2632,popular
1622,Reebok Yoga Wheel,Sports & Fitness,Reebok,8304.92,4790.5,1.7,1.1,5718,3251.0,173,19.24,SKU-KSSYIOAK,2025-03-06,Yes,No,2 Years,SUP-9734,premium|bestseller|trending|organic
1623,Staples File Cabinet 3-Drawer,Office Supplies,Staples,8400.44,4640.03,30.3,1.8,2524,5439.0,467,21.97,SKU-RS8A22H4,2025-03-05,Yes,No,1 Year,SUP-1548,clearance
1624,Hozelock Garden Hose 15m,Garden & Outdoors,Hozelock,931.14,401.85,29.6,3.1,4680,9588.0,305,3.08,SKU-LL1HOQBX,2025-03-14,Yes,No,2 years,SUP-1326,flash
1625,Penguin Rich Dad Poor Dad,Books,Penguin,3471.54,2231.9,36.0,1.1,3727,4529.0,289,7.47,SKU-IPS2IF65,2025-01-17,no,No,1 year,SUP-9214,limited|new
1626,Plum Compact Powder,Beauty & Personal Care,Plum,2667.22,1210.9,27.0,3.0,5371,2420.0,295,9.13,SKU-255DIJXA,2025-01-23,YES,No,2 Years,SUP-2098,sustainable
1627,HarperCollins Thinking Fast and Slow,Books,HarperCollins,829.42,535.08,30.1,4.6,4600,9199.0,87,0.67,SKU-TFI037CN,2025-02-15,Yes,No,No Warranty,SUP-1045,limited|bestseller
