review_id,user_id,product_id,product_name,category,rating,review_title,review_text,review_date,verified_purchase,helpful_votes,unhelpful_votes,sentiment,media_count,seller_replied,reply_date,review_source,review_language,flagged_as_spam
23,159,106,Product_106,Beauty,3.9,Review title 23,This is review text for product 106. Rating: 3.9.,2024-06-09 22:02:18,true,56.0,43.0,neutral,7.0,true,2024-07-04,mobile_app,es,true
24,575,257,Product_257,Home & Garden,2.0,Review title 24,This is review text for product 257. Rating: 2.0.,2023-08-25 14:11:37,false,62.0,15.0,negative,2.0,true,2023-09-21,website,fr,true
25,413,236,Product_236,Toys,1.1,Review title 25,This is review text for product 236. Rating: 1.1.,2024-08-09 07:35:48,true,62.0,13.0,neutral,9.0,false,,website,zh,false
26,1127,52,Product_52,Music,4.9,Review title 26,This is review text for product 52. Rating: 4.9.,2025-08-31 03:42:02,true,7.0,25.0,negative,4.0,false,,mobile_app,ar,false
27,1654,331,Product_331,Sports,2.4,Review title 27,This is review text for product 331. Rating: 2.4.,2023-07-12 02:47:21,false,163.0,44.0,neutral,6.0,false,,third_party,zh,false
28,784,482,Product_482,Automotive,3.4,Review title 28,This is review text for product 482. Rating: 3.4.,2024-04-18 23:07:00,true,79.0,19.0,neutral,8.0,false,,third_party,hi,true
29,91,132,Product_132,Books,4.3,Review title 29,This is review text for product 132. Rating: 4.3.,2024-05-17 21:29:02,false,106.0,40.0,positive,0.0,true,2024-06-01,third_party,ja,false
30,611,115,Product_115,Automotive,3.3,Review title 30,This is review text for product 115. Rating: 3.3.,2025-06-26 12:43:48,false,194.0,47.0,negative,8.0,true,2025-06-27,website,ko,false
31,1045,12,Product_12,Clothing,1.1,Review title 31,This is review text for product 12. Rating: 1.1.,2025-05-14 07:28:18,false,41.0,1.0,negative,7.0,true,2025-06-12,third_party,en,true
32,11,187,Product_187,Books,3.7,Review title 32,This is review text for product 187. Rating: 3.7.,2024-07-11 12:41:02,true,31.0,26.0,neutral,9.0,false,,third_party,fr,true
33,822,25,Product_25,Books,2.2,Review title 33,This is review text for product 25. Rating: 2.2.,2025-10-25 11:46:26,true,40.0,39.0,positive,10.0,false,,third_party,de,false
34,1611,20,Product_20,Music,4.7,Review title 34,This is review text for product 20. Rating: 4.7.,2023-08-16 08:07:05,true,83.0,5.0,positive,8.0,false,,mobile_app,ja,false
35,220,372,Product_372,Toys,3.8,Review title 35,This is review text for product 372. Rating: 3.8.,2023-06-28 21:53:54,false,182.0,31.0,mixed,6.0,true,2023-07-25,third_party,ja,false
36,1525,125,Product_125,Electronics,2.6,Review title 36,This is review text for product 125. Rating: 2.6.,2025-07-13 13:13:40,false,2.0,30.0,positive,7.0,false,,email_invite,hi,true
37,192,234,Product_234,Music,1.5,Review title 37,This is review text for product 234. Rating: 1.5.,2025-11-07 13:14:25,false,176.0,46.0,positive,1.0,true,2025-11-10,third_party,pt,true
38,1859,87,Product_87,Food,2.0,Review title 38,This is review text for product 87. Rating: 2.0.,2023-07-13 23:43:57,true,87.0,5.0,negative,7.0,true,2023-08-09,email_invite,zh,false
39,570,254,Product_254,Clothing,2.4,Review title 39,This is review text for product 254. Rating: 2.4.,2024-03-01 05:00:56,false,123.0,6.0,mixed,0.0,false,,email_invite,hi,true
40,1968,281,Product_281,Home & Garden,1.9,Review title 40,This is review text for product 281. Rating: 1.9.,2025-07-10 18:28:24,true,195.0,48.0,neutral,3.0,false,,third_party,ja,false
41,793,82,Product_82,Books,4.2,Review title 41,This is review text for product 82. Rating: 4.2.,2022-11-19 12:48:21,false,185.0,30.0,mixed,3.0,false,,email_invite,zh,true
42,699,189,Product_189,Automotive,2.9,Review title 42,This is review text for product 189. Rating: 2.9.,2022-10-04 11:27:26,true,43.0,24.0,neutral,3.0,true,2022-10-30,mobile_app,ja,false
43,469,345,Product_345,Sports,1.5,Review title 43,This is review text for product 345. Rating: 1.5.,2023-02-25 01:27:26,false,10.0,19.0,mixed,6.0,true,2023-03-04,email_invite,hi,false
44,1298,18,Product_18,Beauty,3.5,Review title 44,This is review text for product 18. Rating: 3.5.,2022-03-24 20:56:13,true,75.0,8.0,neutral,2.0,false,,third_party,de,true
45,1710,132,Product_132,Toys,1.2,Review title 45,This is review text for product 132. Rating: 1.2.,2023-08-30 06:39:30,true,37.0,39.0,positive,6.0,true,2023-09-23,mobile_app,es,false
46,1555,292,Product_292,Electronics,3.1,Review title 46,This is review text for product 292. Rating: 3.1.,2024-04-07 12:04:25,false,40.0,36.0,positive,8.0,false,,third_party,ja,true
47,254,87,Product_87,Clothing,2.4,Review title 47,This is review text for product 87. Rating: 2.4.,2025-01-07 15:46:33,true,98.0,42.0,neutral,0.0,false,,email_invite,zh,true
48,536,46,Product_46,Toys,2.1,Review title 48,This is review text for product 46. Rating: 2.1.,2022-07-16 08:40:11,false,45.0,31.0,neutral,9.0,true,2022-07-17,mobile_app,pt,false
49,802,437,Product_437,Food,1.9,Review title 49,This is review text for product 437. Rating: 1.9.,2023-07-27 10:49:17,true,176.0,12.0,neutral,5.0,true,2023-08-08,email_invite,en,false
50,1391,96,Product_96,Automotive,1.7,Review title 50,This is review text for product 96. Rating: 1.7.,2025-08-26 00:50:04,true,154.0,42.0,neutral,1.0,true,2025-09-12,email_invite,ar,false
51,845,327,Product_327,Toys,2.6,Review title 51,This is review text for product 327. Rating: 2.6.,2025-08-21 20:06:45,true,155.0,32.0,negative,1.0,false,,mobile_app,pt,false
52,869,389,Product_389,Electronics,2.6,Review title 52,This is review text for product 389. Rating: 2.6.,2023-07-13 07:05:37,false,106.0,37.0,mixed,7.0,true,2023-08-05,third_party,en,true
53,1011,27,Product_27,Electronics,3.8,Review title 53,This is review text for product 27. Rating: 3.8.,2023-06-27 07:48:49,false,68.0,43.0,neutral,4.0,true,2023-07-13,website,pt,false
54,1149,67,Product_67,Automotive,1.8,Review title 54,This is review text for product 67. Rating: 1.8.,2025-03-20 18:07:32,false,40.0,29.0,neutral,4.0,true,2025-03-28,third_party,en,false
55,933,70,Product_70,Books,1.1,Review title 55,This is review text for product 70. Rating: 1.1.,2024-07-03 23:09:30,true,20.0,27.0,neutral,2.0,false,,third_party,zh,false
56,1346,182,Product_182,Automotive,4.4,Review title 56,This is review text for product 182. Rating: 4.4.,2024-11-02 15:56:38,false,176.0,4.0,positive,7.0,true,2024-11-04,website,pt,false
57,841,186,Product_186,Automotive,2.7,Review title 57,This is review text for product 186. Rating: 2.7.,2024-11-16 06:51:01,true,2.0,1.0,positive,6.0,false,,website,es,true
58,1548,127,Product_127,Beauty,4.1,Review title 58,This is review text for product 127. Rating: 4.1.,2024-02-11 08:11:25,false,90.0,22.0,positive,4.0,false,,email_invite,de,true
59,1591,370,Product_370,Books,2.1,Review title 59,This is review text for product 370. Rating: 2.1.,2022-12-30 09:30:18,false,190.0,23.0,neutral,4.0,true,2023-01-14,website,de,true
60,1797,146,Product_146,Beauty,1.8,Review title 60,This is review text for product 146. Rating: 1.8.,2022-10-06 13:02:57,true,27.0,23.0,mixed,4.0,true,2022-10-12,website,ar,true
61,1401,482,Product_482,Sports,3.9,Review title 61,This is review text for product 482. Rating: 3.9.,2023-10-12 03:33:59,false,199.0,34.0,negative,8.0,true,2023-11-04,third_party,de,true
62,590,406,Product_406,Toys,2.8,Review title 62,This is review text for product 406. Rating: 2.8.,2024-04-21 16:02:00,true,15.0,24.0,positive,5.0,false,,website,ko,true
63,707,401,Product_401,Automotive,1.7,Review title 63,This is review text for product 401. Rating: 1.7.,2023-10-26 13:56:33,true,97.0,20.0,neutral,7.0,true,2023-11-03,third_party,pt,true
64,1159,455,Product_455,Food,1.3,Review title 64,This is review text for product 455. Rating: 1.3.,2024-04-19 05:45:35,false,157.0,47.0,mixed,0.0,true,2024-04-30,mobile_app,zh,true
65,750,171,Product_171,Beauty,4.0,Review title 65,This is review text for product 171. Rating: 4.0.,2022-10-04 08:05:26,true,13.0,17.0,negative,10.0,false,,website,hi,true
66,316,348,Product_348,Clothing,3.0,Review title 66,This is review text for product 348. Rating: 3.0.,2023-12-10 01:24:00,true,36.0,32.0,mixed,5.0,false,,website,pt,false
67,1621,381,Product_381,Clothing,1.6,Review title 67,This is review text for product 381. Rating: 1.6.,2025-01-19 07:19:54,true,53.0,1.0,negative,9.0,true,2025-02-05,website,pt,true
68,446,43,Product_43,Music,3.8,Review title 68,This is review text for product 43. Rating: 3.8.,2023-05-12 13:14:16,false,129.0,33.0,positive,5.0,true,2023-06-09,mobile_app,fr,true
69,331,98,Product_98,Food,2.0,Review title 69,This is review text for product 98. Rating: 2.0.,2024-09-05 01:26:04,false,175.0,13.0,positive,2.0,false,,email_invite,pt,true
70,727,64,Product_64,Home & Garden,2.2,Review title 70,This is review text for product 64. Rating: 2.2.,2024-08-26 22:50:11,false,71.0,43.0,neutral,4.0,true,2024-09-25,third_party,zh,false
71,1967,18,Product_18,Food,2.0,Review title 71,This is review text for product 18. Rating: 2.0.,2022-09-01 12:18:15,true,47.0,38.0,neutral,3.0,false,,email_invite,fr,true
72,801,149,Product_149,Sports,1.3,Review title 72,This is review text for product 149. Rating: 1.3.,2022-11-02 16:47:36,true,159.0,14.0,mixed,1.0,true,2022-11-08,third_party,ar,false
73,586,227,Product_227,Books,4.5,Review title 73,This is review text for product 227. Rating: 4.5.,2023-07-15 19:22:04,false,138.0,35.0,mixed,3.0,false,,email_invite,de,false
74,824,138,Product_138,Automotive,3.1,Review title 74,This is review text for product 138. Rating: 3.1.,2023-01-18 08:43:59,false,163.0,5.0,neutral,5.0,true,2023-02-02,third_party,ja,true
75,969,438,Product_438,Books,4.4,Review title 75,This is review text for product 438. Rating: 4.4.,2024-08-01 13:17:53,true,18.0,16.0,mixed,2.0,true,2024-08-09,email_invite,ja,true
76,57,209,Product_209,Clothing,2.6,Review title 76,This is review text for product 209. Rating: 2.6.,2022-08-12 08:26:39,true,156.0,50.0,positive,1.0,false,,website,en,true
77,1758,328,Product_328,Clothing,2.8,Review title 77,This is review text for product 328. Rating: 2.8.,2022-05-21 21:43:39,true,95.0,18.0,neutral,6.0,true,2022-06-02,third_party,pt,false
78,734,482,Product_482,Automotive,1.7,Review title 78,This is review text for product 482. Rating: 1.7.,2023-01-07 19:21:41,true,198.0,4.0,negative,1.0,false,,mobile_app,zh,false
79,1121,163,Product_163,Beauty,3.6,Review title 79,This is review text for product 163. Rating: 3.6.,2025-08-16 21:36:47,false,172.0,46.0,positive,8.0,true,2025-08-26,email_invite,zh,false
80,133,55,Product_55,Sports,3.1,Review title 80,This is review text for product 55. Rating: 3.1.,2023-08-10 03:31:17,false,76.0,25.0,mixed,7.0,true,2023-08-13,third_party,de,false
81,1759,404,Product_404,Home & Garden,4.2,Review title 81,This is review text for product 404. Rating: 4.2.,2022-09-20 08:22:28,true,37.0,24.0,mixed,4.0,true,2022-10-08,third_party,fr,false
82,1350,418,Product_418,Food,2.4,Review title 82,This is review text for product 418. Rating: 2.4.,2022-07-31 00:11:40,false,157.0,14.0,positive,10.0,true,2022-08-18,third_party,es,false
83,1605,279,Product_279,Clothing,2.9,Review title 83,This is review text for product 279. Rating: 2.9.,2024-04-08 04:55:32,true,78.0,44.0,mixed,6.0,false,,email_invite,hi,true
84,983,66,Product_66,Books,4.0,Review title 84,This is review text for product 66. Rating: 4.0.,2024-11-22 06:21:48,false,10.0,20.0,positive,4.0,false,,email_invite,fr,true
85,1773,130,Product_130,Clothing,3.9,Review title 85,This is review text for product 130. Rating: 3.9.,2024-06-10 01:25:25,true,164.0,22.0,mixed,5.0,true,2024-06-13,mobile_app,es,false
86,279,232,Product_232,Music,3.9,Review title 86,This is review text for product 232. Rating: 3.9.,2022-04-28 07:08:43,true,196.0,12.0,neutral,1.0,true,2022-05-23,third_party,ko,true
87,1571,377,Product_377,Clothing,4.8,Review title 87,This is review text for product 377. Rating: 4.8.,2023-03-19 06:44:06,false,3.0,18.0,positive,2.0,false,,third_party,ko,false
88,1066,361,Product_361,Books,4.5,Review title 88,This is review text for product 361. Rating: 4.5.,2022-11-03 06:20:28,true,67.0,25.0,mixed,1.0,true,2022-11-21,mobile_app,pt,true
89,650,458,Product_458,Beauty,1.0,Review title 89,This is review text for product 458. Rating: 1.0.,2022-12-20 02:37:09,false,161.0,36.0,positive,1.0,true,2023-01-17,mobile_app,fr,true
90,42,118,Product_118,Music,3.2,Review title 90,This is review text for product 118. Rating: 3.2.,2022-06-03 02:30:56,true,146.0,15.0,neutral,4.0,false,,mobile_app,de,false
91,1821,314,Product_314,Sports,4.9,Review title 91,This is review text for product 314. Rating: 4.9.,2023-03-22 15:42:31,false,146.0,45.0,neutral,8.0,false,,mobile_app,pt,true
92,1470,403,Product_403,Automotive,4.8,Review title 92,This is review text for product 403. Rating: 4.8.,2022-12-02 20:57:05,true,78.0,25.0,mixed,9.0,false,,mobile_app,fr,false
93,395,440,Product_440,Food,4.7,Review title 93,This is review text for product 440. Rating: 4.7.,2023-05-09 06:16:47,false,14.0,48.0,neutral,2.0,true,2023-05-20,email_invite,zh,false
94,1558,163,Product_163,Automotive,4.4,Review title 94,This is review text for product 163. Rating: 4.4.,2025-04-26 16:02:45,false,102.0,6.0,positive,7.0,false,,website,ar,false
95,1819,208,Product_208,Toys,4.3,Review title 95,This is review text for product 208. Rating: 4.3.,2024-05-30 21:24:45,false,20.0,47.0,mixed,5.0,false,,email_invite,ar,true
96,1201,206,Product_206,Food,2.1,Review title 96,This is review text for product 206. Rating: 2.1.,2024-05-03 12:54:18,true,130.0,5.0,negative,9.0,false,,third_party,es,false
97,1669,296,Product_296,Books,3.6,Review title 97,This is review text for product 296. Rating: 3.6.,2023-09-18 00:28:41,true,63.0,6.0,mixed,9.0,false,,website,zh,true
98,1939,277,Product_277,Home & Garden,2.8,Review title 98,This is review text for product 277. Rating: 2.8.,2022-09-01 03:31:05,false,48.0,16.0,mixed,9.0,true,2022-09-12,email_invite,hi,true
99,740,43,Product_43,Food,2.9,Review title 99,This is review text for product 43. Rating: 2.9.,2024-07-29 22:43:54,true,13.0,19.0,neutral,5.0,false,,mobile_app,hi,true
100,1084,411,Product_411,Food,2.6,Review title 100,This is review text for product 411. Rating: 2.6.,2023-04-26 17:37:34,false,139.0,24.0,neutral,7.0,true,2023-05-05,mobile_app,ko,true
101,673,337,Product_337,Books,2.8,Review title 101,This is review text for product 337. Rating: 2.8.,2022-05-10 19:36:28,false,3.0,9.0,mixed,3.0,false,,third_party,en,false
102,632,97,Product_97,Books,2.3,Review title 102,This is review text for product 97. Rating: 2.3.,2023-10-03 05:25:45,false,106.0,46.0,positive,2.0,false,,third_party,de,true
103,1210,490,Product_490,Home & Garden,1.8,Review title 103,This is review text for product 490. Rating: 1.8.,2022-12-06 01:43:03,false,85.0,23.0,positive,6.0,false,,email_invite,de,false
104,291,333,Product_333,Food,1.2,Review title 104,This is review text for product 333. Rating: 1.2.,2025-05-26 03:44:34,true,27.0,22.0,positive,8.0,false,,email_invite,fr,false
105,522,405,Product_405,Home & Garden,2.8,Review title 105,This is review text for product 405. Rating: 2.8.,2024-05-13 21:55:33,true,150.0,12.0,negative,4.0,false,,website,ja,true
106,289,31,Product_31,Food,1.6,Review title 106,This is review text for product 31. Rating: 1.6.,2024-03-11 00:36:15,false,45.0,8.0,neutral,1.0,true,2024-04-03,email_invite,hi,false
107,1077,480,Product_480,Food,1.6,Review title 107,This is review text for product 480. Rating: 1.6.,2025-04-20 10:37:19,false,99.0,17.0,positive,2.0,false,,mobile_app,pt,false
108,1348,257,Product_257,Clothing,2.8,Review title 108,This is review text for product 257. Rating: 2.8.,2022-03-19 03:49:03,true,132.0,9.0,negative,7.0,true,2022-03-24,website,ar,true
109,876,119,Product_119,Toys,4.3,Review title 109,This is review text for product 119. Rating: 4.3.,2022-05-23 18:04:37,true,63.0,34.0,negative,7.0,true,2022-06-07,mobile_app,ja,true
110,590,3,Product_3,Food,3.9,Review title 110,This is review text for product 3. Rating: 3.9.,2025-03-25 03:04:25,true,197.0,1.0,mixed,5.0,true,2025-04-10,third_party,en,true
111,216,423,Product_423,Books,2.4,Review title 111,This is review text for product 423. Rating: 2.4.,2025-02-28 18:16:24,false,74.0,32.0,negative,6.0,false,,third_party,hi,false
112,1244,212,Product_212,Clothing,1.9,Review title 112,This is review text for product 212. Rating: 1.9.,2024-12-15 02:53:13,true,2.0,22.0,negative,2.0,false,,third_party,pt,false
113,668,183,Product_183,Toys,3.6,Review title 113,This is review text for product 183. Rating: 3.6.,2023-05-04 02:18:47,true,154.0,34.0,positive,2.0,true,2023-05-26,third_party,zh,false
114,726,486,Product_486,Beauty,2.4,Review title 114,This is review text for product 486. Rating: 2.4.,2023-09-02 16:38:50,false,134.0,13.0,neutral,1.0,true,2023-09-04,mobile_app,hi,false
115,1213,193,Product_193,Toys,3.4,Review title 115,This is review text for product 193. Rating: 3.4.,2023-01-08 02:31:02,true,99.0,39.0,positive,3.0,false,,website,zh,true
116,856,252,Product_252,Music,2.0,Review title 116,This is review text for product 252. Rating: 2.0.,2024-03-13 09:38:01,true,100.0,47.0,mixed,9.0,true,2024-03-21,mobile_app,ko,true
117,1177,245,Product_245,Music,4.6,Review title 117,This is review text for product 245. Rating: 4.6.,2023-04-30 17:20:51,false,34.0,7.0,mixed,1.0,true,2023-05-25,third_party,ko,false
118,102,111,Product_111,Beauty,1.8,Review title 118,This is review text for product 111. Rating: 1.8.,2022-02-11 14:22:13,true,78.0,46.0,positive,5.0,true,2022-03-05,mobile_app,es,false
119,137,127,Product_127,Electronics,3.3,Review title 119,This is review text for product 127. Rating: 3.3.,2025-01-01 09:28:14,true,12.0,25.0,negative,5.0,true,2025-01-23,email_invite,de,true
120,315,426,Product_426,Sports,2.6,Review title 120,This is review text for product 426. Rating: 2.6.,2022-10-13 22:48:49,false,48.0,15.0,positive,1.0,true,2022-11-12,email_invite,en,true
121,1036,180,Product_180,Toys,2.4,Review title 121,This is review text for product 180. Rating: 2.4.,2023-11-20 19:50:09,true,116.0,11.0,neutral,10.0,false,,third_party,ja,false
122,724,489,Product_489,Toys,1.7,Review title 122,This is review text for product 489. Rating: 1.7.,2024-10-27 22:50:55,false,97.0,3.0,neutral,8.0,false,,third_party,zh,false
123,1134,225,Product_225,Home & Garden,2.7,Review title 123,This is review text for product 225. Rating: 2.7.,2023-07-06 07:53:03,false,121.0,36.0,negative,0.0,false,,website,ar,false
124,226,22,Product_22,Clothing,3.2,Review title 124,This is review text for product 22. Rating: 3.2.,2022-12-13 23:56:40,false,194.0,41.0,negative,9.0,false,,mobile_app,es,false
125,452,367,Product_367,Food,1.7,Review title 125,This is review text for product 367. Rating: 1.7.,2023-09-13 13:52:33,false,28.0,40.0,neutral,7.0,true,2023-09-20,mobile_app,en,false
126,1974,53,Product_53,Music,3.6,Review title 126,This is review text for product 53. Rating: 3.6.,2025-09-07 23:09:55,false,101.0,35.0,mixed,1.0,true,2025-09-26,third_party,es,true
127,1940,15,Product_15,Automotive,1.3,Review title 127,This is review text for product 15. Rating: 1.3.,2025-10-21 09:19:19,true,83.0,48.0,negative,2.0,true,2025-11-07,third_party,fr,true
128,512,105,Product_105,Food,4.2,Review title 128,This is review text for product 105. Rating: 4.2.,2025-03-14 05:50:16,false,141.0,4.0,mixed,3.0,true,2025-03-16,mobile_app,es,false
129,1402,191,Product_191,Music,2.7,Review title 129,This is review text for product 191. Rating: 2.7.,2023-11-26 08:08:56,true,95.0,49.0,neutral,8.0,true,2023-12-20,email_invite,es,true
130,1138,110,Product_110,Sports,1.9,Review title 130,This is review text for product 110. Rating: 1.9.,2023-01-16 07:19:10,true,136.0,42.0,positive,7.0,false,,mobile_app,zh,false
131,868,276,Product_276,Clothing,2.0,Review title 131,This is review text for product 276. Rating: 2.0.,2023-07-14 15:52:26,false,153.0,16.0,positive,3.0,true,2023-07-18,email_invite,ar,true
132,1877,476,Product_476,Electronics,1.8,Review title 132,This is review text for product 476. Rating: 1.8.,2025-04-02 16:31:20,true,125.0,14.0,negative,2.0,false,,mobile_app,de,true
133,1462,106,Product_106,Automotive,3.0,Review title 133,This is review text for product 106. Rating: 3.0.,2022-06-02 01:05:29,true,66.0,17.0,positive,1.0,true,2022-06-18,third_party,hi,false
134,1715,285,Product_285,Beauty,2.0,Review title 134,This is review text for product 285. Rating: 2.0.,2025-09-22 15:11:06,false,142.0,5.0,neutral,8.0,false,,website,zh,false
135,1719,242,Product_242,Music,1.9,Review title 135,This is review text for product 242. Rating: 1.9.,2025-12-30 10:20:49,true,119.0,33.0,positive,8.0,false,,email_invite,ko,false
136,971,314,Product_314,Music,4.8,Review title 136,This is review text for product 314. Rating: 4.8.,2024-12-26 22:28:37,true,117.0,16.0,mixed,4.0,false,,mobile_app,pt,false
137,569,411,Product_411,Clothing,2.9,Review title 137,This is review text for product 411. Rating: 2.9.,2023-08-29 06:58:40,false,64.0,18.0,mixed,7.0,false,,website,ko,true
138,443,27,Product_27,Music,4.1,Review title 138,This is review text for product 27. Rating: 4.1.,2025-01-01 00:05:09,false,117.0,38.0,positive,7.0,true,2025-01-12,website,ar,false
139,1438,268,Product_268,Toys,2.6,Review title 139,This is review text for product 268. Rating: 2.6.,2024-08-01 14:06:33,false,152.0,9.0,mixed,5.0,true,2024-08-24,email_invite,fr,true
140,378,368,Product_368,Electronics,3.5,Review title 140,This is review text for product 368. Rating: 3.5.,2022-01-12 20:06:11,false,127.0,31.0,mixed,7.0,false,,website,de,true
141,1572,341,Product_341,Clothing,4.7,Review title 141,This is review text for product 341. Rating: 4.7.,2022-11-27 00:31:33,false,171.0,10.0,mixed,7.0,true,2022-12-18,email_invite,zh,false
142,1402,81,Product_81,Books,2.8,Review title 142,This is review text for product 81. Rating: 2.8.,2022-11-04 20:24:10,false,74.0,19.0,neutral,4.0,true,2022-11-27,mobile_app,ja,false
143,216,327,Product_327,Music,4.2,Review title 143,This is review text for product 327. Rating: 4.2.,2022-09-15 19:31:56,true,128.0,16.0,positive,1.0,false,,email_invite,ja,true
144,1296,261,Product_261,Toys,3.0,Review title 144,This is review text for product 261. Rating: 3.0.,2022-10-07 23:02:02,true,113.0,9.0,neutral,9.0,false,,email_invite,ar,false
145,623,75,Product_75,Home & Garden,4.7,Review title 145,This is review text for product 75. Rating: 4.7.,2022-02-15 11:59:29,true,143.0,11.0,negative,6.0,true,2022-03-04,email_invite,es,false
146,1236,245,Product_245,Sports,2.1,Review title 146,This is review text for product 245. Rating: 2.1.,2022-02-17 13:07:11,false,118.0,11.0,mixed,10.0,true,2022-03-07,mobile_app,pt,false
147,1280,358,Product_358,Beauty,4.6,Review title 147,This is review text for product 358. Rating: 4.6.,2025-11-03 17:13:16,false,189.0,32.0,mixed,1.0,false,,website,fr,false
148,1876,282,Product_282,Books,1.8,Review title 148,This is review text for product 282. Rating: 1.8.,2025-06-02 01:25:40,false,6.0,6.0,mixed,3.0,false,,website,hi,false
149,1751,421,Product_421,Automotive,2.6,Review title 149,This is review text for product 421. Rating: 2.6.,2023-03-10 17:39:16,true,95.0,8.0,neutral,7.0,true,2023-03-29,email_invite,ar,false
150,1820,255,Product_255,Electronics,2.4,Review title 150,This is review text for product 255. Rating: 2.4.,2025-11-27 14:27:44,false,95.0,9.0,mixed,6.0,false,,website,pt,false
151,1346,342,Product_342,Electronics,2.1,Review title 151,This is review text for product 342. Rating: 2.1.,2024-09-01 05:39:31,true,39.0,39.0,positive,8.0,true,2024-09-10,website,hi,false
152,1483,366,Product_366,Books,1.8,Review title 152,This is review text for product 366. Rating: 1.8.,2022-05-02 18:38:05,true,4.0,42.0,mixed,2.0,false,,email_invite,ko,true
